"","X.1","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialprotectedareasoftotal","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","AvgAgGrowth","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman","ExpRishman","mlr1Expenditures","oilrentsofgdp","terrestrialandmarineprotectedare","RishmanNeeds","mlr1Needs","SPCO2growth","SPAgGrowth","ExpRishmanSP","Expmlr1SP","RishmanNeedsSP","Mlr1NeedsSP","futureCO2_EMS","GSGDPgrowth","GSgdp","ln_GSGDP","GSgdp_sq","GCco2reduction","GCAgGrowth","Expmlr1GC","RishmanNeedsGC","mlr1NeedsGC","ExpRishmanGC"
"34",34,34,"Cambodia","KHM",0.0638214111662761,24542474061.2426,31,12.08119,-1.52078,83.9377,39,42.8024,26.0285,4.43007485700586,1,-10.7325844655069,NA,NA,0.186741363211941,1.03191070558314,51563580235.2933,"KHM",30.9030138227963,21.6321096759574,1.00186741363212,34158.9537295136,1.10732584465507,"KHM",6684.941,10.7325844655069,"KHM",0.132597516864565,0.156381451312805,1.01036458606291,24.6660814508397,3.45697312442712,-1.85545705564841,608.415574139457,16.6333590522239,16740793.9836091,21131323.8779628,0,20.6494,26291247.2397712,33207278.5028597,0,0,16532860.3066173,8853209.70316101,30801390.4013636,14210376.6095614,0.0928182618051955,0.031910705583138,35778634168.5422,24.300616741256,590.519974005409,0.3,-0.3,5750595.61112017,24751310.9720427,9327809.47061775,13015139.668275
"35",35,35,"Cameroon","CMR",0.0427111616427416,38675205293.0462,29,13.06624,-2.185033,45.6445,46,62.0928,10.6004,3.82088311785474,1,-7.13716846036099,NA,NA,0.575343881659278,1.02135558082137,63885293892.8476,"CMR",20.6257536333058,14.4380275433141,1.00575343881659,21105.0752021489,1.07137168460361,"CMR",7003.97,7.13716846036099,"CMR",0.0932417041845055,0.109224288951079,1.00993707137421,24.8803550293211,3.10685778532685,-2.21435181411246,619.032066385064,16.64260342188,16896269.6013473,17117147.2326742,20.603,10.3821,149975665.415509,27037431.9032387,0,0,16449184.8589173,8216560.19997831,120812948.681486,13212467.2617904,0.0652691929291539,0.0213555808213708,49837497061.3315,24.6320334906889,606.737073886418,0.3,-0.3,5882667.58088143,104231227.824942,9536764.66807022,13995941.0453224
"36",36,36,"Canada","CAN",0.016317320095467,1713341704877.01,24,16.02307,3.91746,3.81782,18,161.931,9.68705,1.33967957909004,1,0.24546780889796,7.2e+09,22.6973468629684,-0.507865542785207,1.00815866004773,2080635044078.76,"CAN",6.89183824507808,4.82428677155466,0.994921344572148,516479.309686991,0.99754532191102,"CAN",537193.498,-0.24546780889796,"CAN",0.332100773705034,0.167149174490376,0.957998097903894,28.3636942726975,1.8590555096238,-1.78886860486364,804.499152795054,22.7745212721974,7777659327.30783,9157087091.97091,0,6.47717,4527016957.60458,12412797859.3596,0,0,7818502249.49832,10907494675.1998,5065703463.14997,14722714754.18,0.232470541593524,0.0081586600477335,1888820148617.95,28.2669734900782,799.021790288784,0.3,-0.3,8647019436.92572,4795377024.99849,11737747108.0386,7363221152.52022
"37",37,37,"Cayman Islands","CYM",0.00502790956146829,NA,3,5.480639,2.457674,243.05,1,147.629,10.7485,5.49326718349146,1,-1.82919340663614,NA,NA,0,1.00251395478073,NA,"CYM",11.2500001986822,7.87500013907754,1,725.319719314202,1.01829193406636,"CYM",542.716,1.82919340663614,"CYM",0.134129464074546,0.110990210004683,0.988234542952877,NA,2.42036814631107,-2.1983132797155,NA,NA,NA,NA,0.35241,0.103443,NA,NA,0,0,NA,NA,NA,NA,0.0938906248521822,0.00251395478073414,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"38",38,38,"Central African Republic","CAF",0.00510349046019762,2219894701.95124,16,13.34227,-3.710005,7.08434,16,NA,18.0632,1.95788671425162,1,-2.53716956737776,NA,NA,-0.2484191674343,1.0025517452301,2359726929.97752,"CAF",8.15435487495586,5.7080484124691,0.997515808325657,448.97893212021,1.02537169567378,"CAF",300.694,2.53716956737776,"CAF",0.0947607959156608,0.148213378448351,1.02835051333773,21.5818117416526,2.06373017145466,-1.90910229726366,465.774598052136,14.608459122474,2209902.87038047,1196141.03673861,0,18.0648,2881218.17436955,2015816.42461654,0,0,2221165.05404505,1070300.13442685,3540265.84111577,1808628.95391655,0.0663325571409626,0.00255174523009881,2288832137.55418,21.5513075408259,464.458856719259,0.3,-0.3,911657.656631272,3397899.51803919,1546578.28198996,2123635.46210727
"39",39,39,"Chad","TCD",0.0350460935178005,11273115239.4255,16,14.04599,-2.991876,10.2121,16,68.4415,20.353,2.32357329173239,1,-6.95383377158277,NA,NA,0.09198782724711,1.0175230467589,17043556849.5467,"TCD",39.6561308767471,27.759291613723,1.00091987827247,2139.46748538471,1.06953833771583,"TCD",729.733,6.95383377158277,"TCD",0.0245071915572598,0.0200488830963975,0.987528844936309,23.5590380718674,3.69311793722637,-3.90958183269653,555.028274871699,16.4422302193575,13828333.8027378,9614416.96659496,0,20.3544,17509511.1687679,15401240.0516507,0,0,13716641.8718153,5519586.163082,19538220.3387339,8962039.50591684,0.0171550340900819,0.0175230467589002,13885931011.0344,23.3541420070262,545.415948884347,0.3,-0.3,3675609.81489338,15731499.1031911,6027379.67375332,10821474.3413979
"40",40,40,"Channel Islands","CHI",NA,NA,NA,5.288267,NA,817.27,NA,NA,NA,6.70596951762057,1,NA,NA,NA,0.974469346777413,NA,NA,"CHI",46.4646472917287,32.5252531042101,1.00974469346777,NA,NA,"CHI",NA,NA,"CHI",NA,NA,NA,NA,3.97445703230526,NA,NA,NA,NA,NA,5.03778,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"41",41,41,"Chile","CHL",0.0312080934850372,298231133532.749,35,13.51917,2.465261,23.4726,19,92.786,18.463,3.1558337834461,1,-3.40638876161317,58599000,17.8862281895552,-0.0365893137059495,1.01560404674252,431229769697.344,"CHL",21.1716498322513,14.8201548825759,0.999634106862941,141104.481495894,1.03406388761613,"CHL",82562.505,3.40638876161317,"CHL",0.204025649099994,0.103399304902549,0.958411581660187,26.7899068933449,3.04753957337611,-2.26915703934289,717.699111354088,20.3660644769526,699631605.734299,846795578.404944,1.33442,22.5575,621520173.677297,1216363465.82439,0,0,699882048.39567,665708043.427771,846947509.404569,961861494.139436,0.142817954369996,0.0156040467425186,359125341001.832,26.6069373037806,707.929112687313,0.3,-0.3,465631331.737165,738227607.892063,678656983.906711,602213137.029298
"42",42,42,"China","CHN",0.0810317201719954,13608151864637.9,96,16.05497,-0.3306336,143.945,73,69.9605,15.9927,4.9694312821722,1,-7.06857415219802,1.7e+10,23.5564791810026,0.264364223540008,1.040515860086,34662541008504.9,"CHN",56.2123131033498,39.3486191723449,1.0026436422354,30696509.7637722,1.07068574152198,"CHN",10291926.878,7.06857415219802,"CHN",0.561035392241471,0.261345103614745,0.953375543106117,31.1766807099496,4.06609798270411,-1.34191350897194,971.985420090142,22.9430821060848,9205639350.44582,137382629411.175,0,15.0382,10134991101.6787,174345173130.901,0,0,8869926291.77989,71901985445.4451,13054797388.4203,92696779059.1723,0.39272477456903,0.0405158600859977,21917125748324.7,30.7182894447906,943.613306413931,0.3,-0.3,26587193901.9776,8959516003.65439,35116810717.0769,5875804642.02721
"43",43,43,"Colombia","COL",0.0348496973223033,331047040087.878,126,13.91942,-0.4858393,41.6414,58,81.0713,14.5913,3.72909486469935,1,-4.4606933284224,226222000,19.2370273759797,0.591475827538499,1.01742484866115,499363773252.119,"COL",40.2574146575034,28.1801902602524,1.00591475827538,169043.823557865,1.04460693328422,"COL",84091.644,4.4606933284224,"COL",0.13146867951481,0.0920081676382992,0.977941227039939,26.9366006716165,3.77785688867164,-2.38587792719653,725.580455742129,20.430998093202,746568620.133613,1142730693.7512,0.022342,13.6078,1311532327.64403,1629520297.29307,0,0,706745353.994128,642003602.604255,1050253552.72401,928430818.539883,0.092028075660367,0.0174248486611517,407303171763.868,26.7328236388621,714.643859706502,0.3,-0.3,390935217.930477,838398721.326301,572218159.769234,552360299.68544
"44",44,44,"Comoros","COM",0.0332575508419115,1177955048.65299,14,7.528869,-2.328886,390.145,5,75.6386,10.1576,5.9665184648969,1,-2.68665541578427,NA,NA,0,1.01662877542096,1744342532.28378,"COM",71.466950907041,50.0268656349287,1,235.388011888267,1.02686655415784,"COM",154.014,2.68665541578427,"COM",0.0759912871893725,0.0511050997472766,0.975508993104247,21.2796435492741,4.26923511776467,-2.97387098739248,452.823229584161,13.2914529980496,592113.132645172,1053683.71648336,1.1808,0.125854,950482.192565972,1781228.35954698,0,0,591917.309944009,862753.169402232,713354.350211273,1465580.3675083,0.0531939010325607,0.0166287754209558,1435745604.9575,21.0849501365565,444.575122261074,0.3,-0.3,496268.223495197,504391.099133839,854449.772620169,405110.12863008
"45",45,45,"Costa Rica","CRI",0.0340256266327565,60130106115.6294,27,10.84076,1.207609,91.6967,11,88.4237,27.6018,4.51848639170103,1,-1.25066777037622,194300000,19.0849139143477,-0.307779504529465,1.01701281331638,89839555874.3242,"CRI",34.4594594594595,24.1216216216216,0.996922204954705,9466.5756964389,1.01250667770376,"CRI",7759.372,1.25066777037622,"CRI",0.107390617322571,0.0483450062379075,0.95134180205169,25.2212912038462,3.49662796818439,-3.02939234601762,636.113529989208,17.7343469220277,50341831.1183983,41923434.7861583,0,3.03541,40910129.6251432,64791792.6708411,0,0,51462764.6358163,43063122.4179877,44143413.0813586,66509711.8456418,0.0751734321257997,0.0170128133163783,73622246569.7531,25.0222130801849,626.111147430178,0.3,-0.3,28482073.6785445,36287948.8876088,44434668.9745115,41532702.7323328
"46",46,46,"Cote d'Ivoire","CIV",0.0579676854331188,43007047821.7541,25,12.66981,-1.382943,68.2125,31,62.3707,22.8831,4.22262783251235,1,-4.55935656022763,32222000,17.2881600070331,0.147783251231527,1.02898384271656,84568468460.4364,"CIV",64.7798742138365,45.3459119496855,1.00147783251232,22540.9548776541,1.04559356560228,"CIV",11045.004,4.55935656022763,"CIV",0.151875703925253,0.125154078933982,0.987978045678143,25.1608273208501,4.19166935429269,-2.07820966927445,633.067231469639,17.6338695749388,45529433.9576162,44489536.9548578,0,14.8915,67145441.5941918,68658275.793089,0,0,44558337.5247589,29501571.9241399,61938828.3065148,45985791.1418724,0.106312992747677,0.0289838427165594,60595768427.466,24.827490899654,616.404304372402,0.3,-0.3,15265909.1760093,43289800.0098457,24180590.175293,30111184.345919
"47",47,47,"Croatia","HRV",0.001267709893177,60971699315.1776,14,10.93239,0.9926277,75.8314,9,91.6218,38.2058,4.32851245489241,1,2.72233262459155,95427000,18.3738721152442,2.45542111849283,1.00063385494659,61905726974.5661,"HRV",27.5911365260901,19.3137955682631,1.02455421118493,10829.7323846487,0.972776673754084,"HRV",16842.531,-2.72233262459155,"HRV",0.180119675266575,0.0607443060291745,0.934321894893,24.8488785321402,3.65710100976562,-2.80108192906904,617.46676430506,17.4533160090191,38008333.9842327,46213271.8908409,0,23.5566,31003032.4791605,71252451.8781178,0,0,31860954.3256284,21957276.5782124,41241145.643228,34473046.0422667,0.126083772686602,0.0006338549465885,61437086078.6298,24.8412794975555,617.089167075671,0.3,-0.3,16452856.7367944,36587675.9814156,26013205.0701253,27949590.5340099
"48",48,48,"Cuba","CUB",0.0241639130076092,1.00023e+11,19,11.56524,-0.5529881,107.057,10,41.5148,16.5522,4.67336140290253,1,-3.79362697343291,NA,NA,-0.395559379977425,1.0120819565038,133208981003.875,"CUB",59.8606056076956,41.9024239253869,0.996044406200226,63207.0508281886,1.03793626973433,"CUB",34836.5,3.79362697343291,"CUB",NA,NA,NA,25.6151850177338,4.03653048949917,NA,656.137703492732,NA,NA,38327045.5349893,0,7.18453,NA,59363126.3879963,0,0,NA,34709060.1029638,NA,53889312.3724083,NA,0.0120819565038046,115528215113.662,25.4727806237735,648.862552706891,0.3,-0.3,19829843.3088154,NA,31210301.8939658,NA
"49",49,49,"Curacao","CUW",0,3127908037.85918,2,6.095825,NA,341.062,3,93.0893,15.4816,5.83206427893841,1,0.140904886192869,NA,NA,NA,1,3127908037.85918,"CUW",NA,NA,NA,5750.65475325026,0.998590951138071,"CUW",5881.868,-0.140904886192869,"CUW",1.35018510020729,1.15743106558901,0.990418773776372,21.8636302595359,NA,0.146202950638081,478.018328125694,NA,NA,NA,2.63708,0.258538,NA,NA,0,0,NA,NA,NA,NA,0.945129570145103,0,3127908037.85918,21.8636302595359,478.018328125694,0.3,-0.3,NA,NA,NA,NA
"50",50,50,"Cyprus","CYP",0.00975157678268955,24961988663.2026,7,9.131297,2.049533,122.025,6,120.607,18.6503,4.80422594177321,1,1.70212240069037,NA,NA,-2.71746388957879,1.00487578839134,28044884891.9364,"CYP",12.1569266050925,8.50984862356475,0.972825361104212,4605.64030646367,0.982978775993096,"CYP",6061.551,-1.70212240069037,"CYP",0.236671926077988,0.108053987772251,0.952178516263487,24.0570720954924,2.11218932775624,-2.22512428997959,578.742717807718,16.3261125752711,12312340.0716196,4556224.93275726,1.23519,1.6871,13305645.8357922,7432475.45327575,0,0,13063956.0610837,12308487.0630061,12637448.5367062,19598625.4282349,0.165670348254592,0.00487578839134477,26462311075.8925,23.9989873340675,575.951393060732,0.3,-0.3,10044372.2490417,11843939.8341641,16072853.3024817,12169262.5210579
"51",51,51,"Czech Republic","CZE",0.0167570305279075,245225882903.37,9,11.25457,2.179304,135.674,3,98.1817,22.0005,4.91025494936767,1,1.82094467056585,78814000,18.1826012040222,-1.82205952288278,1.00837851526395,299345349725.963,"CZE",45.1825951825952,31.6278166278166,0.981779404771172,71898.0042773441,0.981790553294342,"CZE",96475.103,-1.82094467056585,"CZE",0.28409908161494,0.0998366027745469,0.936728530055214,26.4248637596254,3.55327106610996,-2.30422040163719,698.273424714765,18.7170645375857,134498625.494975,76160870.2487594,NA,21.9991,NA,116006661.140623,0,0,157559093.129142,183658355.304456,NA,273813625.918467,0.198869357130458,0.00837851526395375,271049939057.938,26.3255689178158,693.035578846667,0.3,-0.3,116444773.77979,NA,175542411.73825,124073911.019392
"52",52,52,"Democratic Republic of Congo","COD",0.0608210879315908,47227535290.9218,42,14.63399,-3.647667,30.6687,32,73.1887,13.4555,3.42324259053072,1,-15.6298956837864,62449000,17.9498607815974,0.237962956912967,1.0304105439658,95918198722.5502,"COD",11.5568690589092,8.08980834123644,1.00237962956913,47709.2379182651,1.15629895683786,"COD",4671.758,15.6298956837864,"COD",0.0763609132504308,0.19922131837469,1.06176656060292,25.2867615685334,2.48055522218565,-1.61333891960461,639.42031062386,16.7488569923902,18790406.2629922,23025943.9039181,NA,13.3826,NA,36109058.8376878,0,0,18706146.534078,6662959.95418319,NA,10769041.6690655,0.0534526392753016,0.0304105439657954,67657946169.2164,24.9377306446685,621.890409706039,0.3,-0.3,4793550.6856048,NA,7809959.57780058,16155596.0284575
"53",53,53,"Denmark","DNK",0.00962225634619217,355675329085.952,9,10.65001,3.996083,132.843,2,185.004,17.9213,4.88916797981271,1,3.62814672389487,313792000,19.564240903993,-0.287668522298836,1.0048111281731,398988823462.398,"DNK",62.0147654203382,43.4103357942367,0.997123314777012,18544.8290245994,0.963718532761051,"DNK",33498.045,-3.62814672389487,"DNK",0.123915096701974,0.0344053057289237,0.923036394226116,26.7121992420715,4.08704087695292,-3.36954449019006,713.541588348126,19.9648258921672,468396581.8538,583969988.270985,1.01667,17.8708,426442085.420292,846455912.03899,0,0,486160136.143307,875838047.663992,441201246.294168,1257048551.72524,0.0867405676913818,0.00481112817309608,376761898132.075,26.6548792549287,710.482588094827,0.3,-0.3,509627711.582519,333189402.519764,741150772.104812,357578449.127694
"54",54,54,"Djibouti","DJI",0.0643845767088229,2955912228.22417,12,10.05105,-1.389607,37.613,11,68.2076,1.5731,3.62734973532078,1,-6.31020572469931,NA,NA,0.00411404098427914,1.03219228835441,6249919280.63054,"DJI",73.4253666954271,51.397756686799,1.00004114040984,1922.98755331138,1.06310205724699,"DJI",722.399,6.31020572469931,"DJI",NA,NA,NA,22.5558343855122,4.2968454251121,NA,508.765664826655,NA,NA,9610777.37512859,0.026553,1.26238,NA,15395551.7378034,0,0,NA,5996887.84933541,NA,9717383.95584197,NA,0.0321922883544115,4323334663.90246,22.1872928543712,492.275964205633,0.3,-0.3,3265210.05397859,NA,5369848.84950938,NA
"55",55,55,"Dominica","DMA",0.00374523556468989,550892592.592593,7,6.620073,1.114665,94.7307,3,88.8844,22.0112,4.55103812928271,1,-2.47491426364516,NA,NA,1.32411067193676,1.00187261778234,576167682.604673,"DMA",33.3333333333333,23.3333333333333,1.01324110671937,200.628973975143,1.02474914263645,"DMA",135.679,2.47491426364516,"DMA",0.172659467838105,0.134089297547842,0.984323224986458,20.1719092919273,3.69071683035063,-2.00924930136609,406.905924481745,13.8682801372736,1054186.71070188,6023581.49099655,1.72089,0.644266,1582971.77770265,9759583.12878479,0,0,948038.498192907,2961009.21873939,1124568.42565026,4881178.28799527,0.120861627486674,0.00187261778234494,563400226.694775,20.1495008157756,406.002383124942,0.3,-0.3,2154401.84376025,970867.253411656,3579101.51714963,807235.988870167
"56",56,56,"Dominican Republic","DOM",0.0504611104269025,85555390387.0355,17,10.78539,-0.6571668,205.507,7,65.8101,25.1645,5.32548009661649,1,-1.69507810321793,NA,NA,-0.270481875617184,1.02523055521345,154456832137.976,"DOM",48.6855723452701,34.0799006416891,0.997295181243828,28186.6718413526,1.01695078103218,"DOM",21539.958,1.69507810321793,"DOM",0.155544027264916,0.061650405289622,0.943800411354509,25.7631804906061,3.84746396301985,-2.78627547535248,663.741468991544,16.8472485843459,20733236.2042101,17437713.6797014,0,16.5445,17705197.2204372,27531344.2711089,0,0,21303602.0731455,17274497.9810041,24348307.0511824,27279897.7599425,0.108880819085441,0.0252305552134513,115373447604.746,25.4714400744654,648.794259467084,0.3,-0.3,9852143.19186176,18387731.2557646,15772669.524241,15669329.921232
"57",57,57,"Ecuador","ECU",0.0321021871298277,108398058000,106,12.42263,-1.342917,62.4489,47,67.8523,21.1341,4.13434862232518,1,-4.31364863246172,126621000,18.6567089306956,-2.58356761953667,1.01605109356491,158377645423.509,"ECU",22.2096956031567,15.5467869222097,0.974164323804633,86321.1343703032,1.04313648632462,"ECU",43919.659,4.31364863246172,"ECU",0.239744446344013,0.171720751312353,0.979359496823442,25.7882481789905,2.73407502224615,-1.76188566041783,665.033744141207,18.0079110576828,66181469.0286579,26921742.5956593,0,14.7689,111441438.790097,42058056.5704632,0,0,73572590.5732929,47602933.0165323,118645368.037148,73342136.7052381,0.167821112440809,0.0160510935649139,131222429141.331,25.6001596526666,655.368174242018,0.3,-0.3,33756869.1949735,103020310.38248,52446445.1334362,63041059.2747886
"58",58,58,"Egypt","EGY",0.0402575204302148,250894760351.232,14,13.81095,-1.799044,87.3339,18,NA,13.1374,4.46973870362156,1,-3.06681187345038,6635000,15.7078692257484,0.568009830077225,1.02012876021511,402885800902.007,"EGY",3.75083632480913,2.62558542736639,1.00568009830077,327359.487106277,1.0306681187345,"EGY",201894.019,3.06681187345038,"EGY",0.210611913762391,0.123141365859414,0.96701356100904,26.7219189862839,1.40127521824633,-2.09442226763746,714.060954309522,17.3487800086706,34235716.8244994,29910976.433662,11.5887,11.5509,95577750.2219113,46608312.5304227,0,0,34030476.2587492,20076006.7036989,89351488.6500816,31588250.7015052,0.147428339633674,0.0201287602151074,318677566325.738,26.4874456646958,701.584777840213,0.3,-0.3,15250995.6953663,82848276.3493234,24157542.6353208,31330325.326723
"59",59,59,"El Salvador","SLV",0.0208326585184361,2.6057e+10,7,9.938855,-0.6659815,301.301,6,64.868,8.77752,5.70810976508196,1,0.0589293795071323,NA,NA,0.731361803981212,1.01041632925922,33371757552.8385,"SLV",76.4478764478765,53.5135135135135,1.00731361803981,6226.23757185054,0.999410706204929,"SLV",6285.238,-0.0589293795071323,"SLV",0.137978544828835,0.0698774634817449,0.958369200605331,24.2309757969724,4.43862720011461,-2.66101209257564,587.140188073462,16.4708680713453,14230072.5913889,16419613.9296641,0.322613,2.15186,14024784.79414,25961923.9974965,0,0,12500797.5803164,11206396.4666746,11468408.3818281,17884578.7354547,0.0965849813801845,0.010416329259218,29507246681.2741,24.1079017203378,581.190925357466,0.3,-0.3,5933633.27234268,8027621.75983677,9617368.40637307,8461744.08332068
"60",60,60,"Equatorial Guinea","GNQ",0,13432377049.5402,6,10.24174,-2.694451,36.9771,23,80.5011,19.2678,3.61029880211593,1,-0.87657313751912,NA,NA,-0.984808616415513,1,13432377049.5402,"GNQ",10.1247771836007,7.08734402852049,0.990151913835845,6147.71267009992,1.00876573137519,"GNQ",5346.486,0.87657313751912,"GNQ",0.142026667772105,0.0531825938132114,0.940453822673305,23.3209338273179,2.17642901590213,-2.93402412013308,543.865954578138,13.7645137166758,950281.672193322,477713.921726562,NA,1.76532,NA,823267.265102479,0,0,968845.249690611,611490.911071236,NA,1047496.56898251,0.0994186674404735,0,13432377049.5402,23.3209338273179,543.865954578138,0.3,-0.3,513961.047701391,NA,884158.027945819,924336.03317105
"61",61,61,"Eritrea","ERI",0.0124186550105062,NA,21,11.52288,-3.342376,30.4981,15,49.7533,4.87159,3.41766438659098,1,-0.374242999043192,18953000,16.7574727883084,0.026413100898045,1.00620932750525,2435227729.43155,"ERI",75.1683168316832,52.6178217821782,1.00026413100898,739.641103741787,1.00374242999043,"ERI",696.73,0.374242999043192,"ERI",NA,NA,0.94592460432706,21.6133061124884,4.32342716930388,NA,467.13500111213,NA,NA,3339436.4167888,7.58853,3.59629,NA,5488914.37156178,0,0,NA,3203956.3487757,NA,5271543.01914954,NA,0.00620932750525305,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"62",62,62,"Estonia","EST",0.0118689441640263,30732144528.9795,9,10.66636,2.814645,30.9333,1,93.9455,20.2057,3.43183327353726,1,-1.87072179174879,199734000,19.1124970392773,0.860608803595174,1.00593447208201,35406587410.0065,"EST",23.0733839429492,16.1513687600644,1.00860608803595,26257.7499964223,1.01870721791749,"EST",19519.441,1.87072179174879,"EST",0.509643390473023,0.233947235479001,0.952501613622823,24.2901637248029,3.25864947770687,-1.45265967845697,590.012053777731,17.9859055825517,64741021.3520819,88065954.2142533,32.2056,19.501,478711626.403821,133666775.482556,0,0,61599035.69099,56135376.8458966,643287145.33028,86141672.3617919,0.356750373331116,0.00593447208201315,32993558630.6783,24.2195781863505,586.587967524745,0.3,-0.3,42478378.0648613,574084104.859068,65628431.9287702,54387409.7629318
"63",63,63,"Eswatini","SWZ",0.0241374635905722,4710618471.93167,13,9.752665,-0.9580909,62.8942,9,NA,4.18867,4.14145394959789,1,-1.77915349231071,1660000,14.3223281603327,-0.01633986928104,1.01206873179529,6271580037.76067,"SWZ",71.046511627907,49.7325581395349,0.99983660130719,1594.8729982744,1.01779153492311,"SWZ",1202.776,1.77915349231071,"SWZ",0.114829426469955,0.0640157719437439,0.964138913996471,22.5592941594875,4.2610469872985,-2.74862578936198,508.921752974287,15.4666536190015,5212935.1259285,7542208.85899917,0.003816,4.18719,6695463.12641665,12153402.2580587,0,0,5222685.21332108,6661248.18696277,5443062.37383136,10766342.3632412,0.0803805985289685,0.0120687317952861,5439988974.01482,22.4170428709767,502.523811079207,0.3,-0.3,3740085.31376216,3890717.82933743,6130512.7184806,3617214.85305375
"64",64,64,"Ethiopia","ETH",0.0990431433991692,84355604752.5299,35,13.81551,-1.767671,93.1819,34,37.5378,18.4733,4.53455349682253,1,-8.43680880081016,15334000,16.545583143101,0.588253578372324,1.04952157169958,261993693405.967,"ETH",36.259,25.3813,1.00588253578372,42387.4951401056,1.0843680880081,"ETH",11598.721,8.43680880081016,"ETH",0.0791376898934138,0.0414575379346733,0.960398025772987,26.2915862694482,3.67280184350683,-3.18308555785085,691.247508563837,18.0999137507054,72559229.9200327,97495056.3081142,0,18.475,80727103.7117482,147612311.608231,0,0,69080937.6018506,41099921.0427692,102741172.063649,63549755.197207,0.0553963829253897,0.0495215716995846,150664306337.405,25.7383200620856,662.46111961836,0.3,-0.3,21769383.2044148,76535660.2739848,34185204.0224809,50056122.1073734
"65",65,65,"Faroe Islands","FRO",NA,NA,6,7.241366,NA,34.3635,4,NA,2.33273,3.53699495455938,1,1.85763626708679,NA,NA,0,NA,NA,"FRO",2.1489970407132,1.50429792849924,1,442.795024840302,0.981423637329132,"FRO",597.721,-1.85763626708679,"FRO",NA,NA,NA,NA,0.76500124060647,NA,NA,NA,NA,NA,0,0.023412,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"66",66,66,"Fiji","FJI",0.0301646943117318,5536759658.87012,14,9.813016,0.0867584,47.0945,7,74.9579,5.40746,3.85215622138012,1,-0.389223140597336,NA,NA,-0.0700955660699885,1.01508234715587,7909255632.28822,"FJI",23.2621784345922,16.2835249042145,0.9992990443393,1244.78712732706,1.00389223140597,"FJI",1169.773,0.389223140597336,"FJI",0.151994133324482,0.0859350768659069,0.964987033486599,22.7912995096567,3.13701197830476,-2.45416318798822,519.443333338876,15.4598145122546,5177404.94198661,5254592.80175675,0,0.990178,5269113.77838305,8542000.62248272,0,0,5191313.56891517,5234216.06774179,4967179.40957939,8509680.58844576,0.106395893327137,0.0150823471558659,6626298173.45355,22.6143121403328,511.407113580405,0.3,-0.3,3960041.52867679,4326077.37018744,6482026.82253582,4462933.7877644
"67",67,67,"Finland","FIN",0.00335440331886098,276743120515.764,11,12.62456,4.225566,17.7861,2,162.6,14.9955,2.87841725336128,1,2.73035430382498,3e+09,21.8218781256145,-0.105307770312079,1.00167720165943,288090651123.473,"FIN",7.48576881313547,5.24003816919483,0.998946922296879,30374.1613867168,0.97269645696175,"FIN",47300.633,-2.73035430382498,"FIN",0.207405652396748,0.0774061650240481,0.940258320425399,26.3865410284009,1.99825287033621,-2.55868885008498,696.249547443487,20.2819544873752,643192417.711219,520087623.37047,0.669681,14.1772,573470968.533736,755988587.43687,0,0,643185785.679341,658452507.572291,517675300.036862,951632045.404177,0.145183956677724,0.00167720165943049,282364636774.169,26.3664651108368,695.190482440976,0.3,-0.3,556387339.863145,499109841.348994,807425808.73234,617993944.145139
"68",68,68,"France","FRA",0.00869352266455036,2777535239277.98,16,13.21322,2.578672,119.744,9,151.407,25.8713,4.78535613065162,1,2.27627238010292,2.5e+09,21.6395565688206,-0.204678756761115,1.00434676133228,3081558109971.65,"FRA",52.4475441661716,36.7132809163201,0.997953212432389,209815.620439167,0.977237276198971,"FRA",303275.568,-2.27627238010292,"FRA",0.113926282208483,0.0429580405855322,0.940862769707647,28.7564564648609,3.93112911996743,-3.14753144002812,826.933788415439,21.1115679533182,1474475180.09582,2888305986.25039,0,30.8319,1245064492.30755,4026755644.44007,0,0,1507718824.60092,3746344326.26995,1611439505.38391,5190027039.44783,0.0797483975459381,0.00434676133227518,2925928971317.46,28.7046331432207,823.955963886885,0.3,-0.3,2294998768.277,1268460006.3446,3217552671.03359,1160415154.01654
