"","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialprotectedareasoftotal","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","AvgAgGrowth","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman","ExpRishman","mlr1Expenditures","oilrentsofgdp","terrestrialandmarineprotectedare","RishmanNeeds","mlr1Needs","SPCO2growth","SPAgGrowth","ExpRishmanSP","Expmlr1SP","RishmanNeedsSP","Mlr1NeedsSP"
"44",44,"Comoros","COM",0.0332575508419115,1177955048.65299,14,7.528869,-2.328886,390.145,5,75.6386,10.1576,5.9665184648969,1,-2.68665541578427,NA,NA,0,1.03325755084191,1744342532.28378,"COM",71.466950907041,71.466950907041,1,235.388011888267,1.02686655415784,"COM",154.014,2.68665541578427,"COM",0.0759912871893725,0.0511050997472766,0.975508993104247,21.2796435492741,4.26923511776467,-2.97387098739248,452.823229584161,13.2914529980496,592113.132645172,1053683.71648336,1.1808,0.125854,950482.192565972,1781228.35954698,0,0,591917.309944009,862753.169402232,713354.350211273,1465580.3675083
"45",45,"Costa Rica","CRI",0.0340256266327565,60130106115.6294,27,10.84076,1.207609,91.6967,11,88.4237,27.6018,4.51848639170103,1,-1.25066777037622,194300000,19.0849139143477,-0.307779504529465,1.03402562663276,89839555874.3242,"CRI",34.4594594594595,33.0039736609139,0.996922204954705,9466.5756964389,1.01250667770376,"CRI",7759.372,1.25066777037622,"CRI",0.107390617322571,0.0483450062379075,0.95134180205169,25.2212912038462,3.49662796818439,-3.02939234601762,636.113529989208,17.7343469220277,50341831.1183983,41923434.7861583,0,3.03541,40910129.6251432,64791792.6708411,0,0,51462764.6358163,43063122.4179877,44143413.0813586,66509711.8456418
"46",46,"Cote d'Ivoire","CIV",0.0579676854331188,43007047821.7541,25,12.66981,-1.382943,68.2125,31,62.3707,22.8831,4.22262783251235,1,-4.55935656022763,32222000,17.2881600070331,0.147783251231527,1.05796768543312,84568468460.4364,"CIV",64.7798742138365,66.1330984354267,1.00147783251232,22540.9548776541,1.04559356560228,"CIV",11045.004,4.55935656022763,"CIV",0.151875703925253,0.125154078933982,0.987978045678143,25.1608273208501,4.19166935429269,-2.07820966927445,633.067231469639,17.6338695749388,45529433.9576162,44489536.9548578,0,14.8915,67145441.5941918,68658275.793089,0,0,44558337.5247589,29501571.9241399,61938828.3065148,45985791.1418724
"47",47,"Croatia","HRV",0.001267709893177,60971699315.1776,14,10.93239,0.9926277,75.8314,9,91.6218,38.2058,4.32851245489241,1,2.72233262459155,95427000,18.3738721152442,2.45542111849283,1.00126770989318,61905726974.5661,"HRV",27.5911365260901,38.7488473583362,1.02455421118493,10829.7323846487,0.972776673754084,"HRV",16842.531,-2.72233262459155,"HRV",0.180119675266575,0.0607443060291745,0.934321894893,24.8488785321402,3.65710100976562,-2.80108192906904,617.46676430506,17.4533160090191,38008333.9842327,46213271.8908409,0,23.5566,31003032.4791605,71252451.8781178,0,0,31860954.3256284,21957276.5782124,41241145.643228,34473046.0422667
"48",48,"Cuba","CUB",0.0241639130076092,1.00023e+11,19,11.56524,-0.5529881,107.057,10,41.5148,16.5522,4.67336140290253,1,-3.79362697343291,NA,NA,-0.395559379977425,1.02416391300761,133208981003.875,"CUB",59.8606056076956,56.6295248408125,0.996044406200226,63207.0508281886,1.03793626973433,"CUB",34836.5,3.79362697343291,"CUB",NA,NA,NA,25.6151850177338,4.03653048949917,NA,656.137703492732,NA,NA,38327045.5349893,0,7.18453,NA,59363126.3879963,0,0,NA,34709060.1029638,NA,53889312.3724083
"49",49,"Curacao","CUW",0,3127908037.85918,2,6.095825,NA,341.062,3,93.0893,15.4816,5.83206427893841,1,0.140904886192869,NA,NA,NA,1,3127908037.85918,"CUW",NA,NA,NA,5750.65475325026,0.998590951138071,"CUW",5881.868,-0.140904886192869,"CUW",1.35018510020729,1.15743106558901,0.990418773776372,21.8636302595359,NA,0.146202950638081,478.018328125694,NA,NA,NA,2.63708,0.258538,NA,NA,0,0,NA,NA,NA,NA
"50",50,"Cyprus","CYP",0.00975157678268955,24961988663.2026,7,9.131297,2.049533,122.025,6,120.607,18.6503,4.80422594177321,1,1.70212240069037,NA,NA,-2.71746388957879,1.00975157678269,28044884891.9364,"CYP",12.1569266050925,8.26631917019875,0.972825361104212,4605.64030646367,0.982978775993096,"CYP",6061.551,-1.70212240069037,"CYP",0.236671926077988,0.108053987772251,0.952178516263487,24.0570720954924,2.11218932775624,-2.22512428997959,578.742717807718,16.3261125752711,12312340.0716196,4556224.93275726,1.23519,1.6871,13305645.8357922,7432475.45327575,0,0,13063956.0610837,12308487.0630061,12637448.5367062,19598625.4282349
"51",51,"Czech Republic","CZE",0.0167570305279075,245225882903.37,9,11.25457,2.179304,135.674,3,98.1817,22.0005,4.91025494936767,1,1.82094467056585,78814000,18.1826012040222,-1.82205952288278,1.01675703052791,299345349725.963,"CZE",45.1825951825952,34.9273806029015,0.981779404771172,71898.0042773441,0.981790553294342,"CZE",96475.103,-1.82094467056585,"CZE",0.28409908161494,0.0998366027745469,0.936728530055214,26.4248637596254,3.55327106610996,-2.30422040163719,698.273424714765,18.7170645375857,134498625.494975,76160870.2487594,NA,21.9991,NA,116006661.140623,0,0,157559093.129142,183658355.304456,NA,273813625.918467
"52",52,"Democratic Republic of Congo","COD",0.0608210879315908,47227535290.9218,42,14.63399,-3.647667,30.6687,32,73.1887,13.4555,3.42324259053072,1,-15.6298956837864,62449000,17.9498607815974,0.237962956912967,1.06082108793159,95918198722.5502,"COD",11.5568690589092,11.9478963136961,1.00237962956913,47709.2379182651,1.15629895683786,"COD",4671.758,15.6298956837864,"COD",0.0763609132504308,0.19922131837469,1.06176656060292,25.2867615685334,2.48055522218565,-1.61333891960461,639.42031062386,16.7488569923902,18790406.2629922,23025943.9039181,NA,13.3826,NA,36109058.8376878,0,0,18706146.534078,6662959.95418319,NA,10769041.6690655
"53",53,"Denmark","DNK",0.00962225634619217,355675329085.952,9,10.65001,3.996083,132.843,2,185.004,17.9213,4.88916797981271,1,3.62814672389487,313792000,19.564240903993,-0.287668522298836,1.00962225634619,398988823462.398,"DNK",62.0147654203382,59.5633753094433,0.997123314777012,18544.8290245994,0.963718532761051,"DNK",33498.045,-3.62814672389487,"DNK",0.123915096701974,0.0344053057289237,0.923036394226116,26.7121992420715,4.08704087695292,-3.36954449019006,713.541588348126,19.9648258921672,468396581.8538,583969988.270985,1.01667,17.8708,426442085.420292,846455912.03899,0,0,486160136.143307,875838047.663992,441201246.294168,1257048551.72524
"54",54,"Djibouti","DJI",0.0643845767088229,2955912228.22417,12,10.05105,-1.389607,37.613,11,68.2076,1.5731,3.62734973532078,1,-6.31020572469931,NA,NA,0.00411404098427914,1.06438457670882,6249919280.63054,"DJI",73.4253666954271,73.4676685018043,1.00004114040984,1922.98755331138,1.06310205724699,"DJI",722.399,6.31020572469931,"DJI",NA,NA,NA,22.5558343855122,4.2968454251121,NA,508.765664826655,NA,NA,9610777.37512859,0.026553,1.26238,NA,15395551.7378034,0,0,NA,5996887.84933541,NA,9717383.95584197
"55",55,"Dominica","DMA",0.00374523556468989,550892592.592593,7,6.620073,1.114665,94.7307,3,88.8844,22.0112,4.55103812928271,1,-2.47491426364516,NA,NA,1.32411067193676,1.00374523556469,576167682.604673,"DMA",33.3333333333333,40.0735626098682,1.01324110671937,200.628973975143,1.02474914263645,"DMA",135.679,2.47491426364516,"DMA",0.172659467838105,0.134089297547842,0.984323224986458,20.1719092919273,3.69071683035063,-2.00924930136609,406.905924481745,13.8682801372736,1054186.71070188,6023581.49099655,1.72089,0.644266,1582971.77770265,9759583.12878479,0,0,948038.498192907,2961009.21873939,1124568.42565026,4881178.28799527
"56",56,"Dominican Republic","DOM",0.0504611104269025,85555390387.0355,17,10.78539,-0.6571668,205.507,7,65.8101,25.1645,5.32548009661649,1,-1.69507810321793,NA,NA,-0.270481875617184,1.0504611104269,154456832137.976,"DOM",48.6855723452701,46.8740380753047,0.997295181243828,28186.6718413526,1.01695078103218,"DOM",21539.958,1.69507810321793,"DOM",0.155544027264916,0.061650405289622,0.943800411354509,25.7631804906061,3.84746396301985,-2.78627547535248,663.741468991544,16.8472485843459,20733236.2042101,17437713.6797014,0,16.5445,17705197.2204372,27531344.2711089,0,0,21303602.0731455,17274497.9810041,24348307.0511824,27279897.7599425
"57",57,"Ecuador","ECU",0.0321021871298277,108398058000,106,12.42263,-1.342917,62.4489,47,67.8523,21.1341,4.13434862232518,1,-4.31364863246172,126621000,18.6567089306956,-2.58356761953667,1.03210218712983,158377645423.509,"ECU",22.2096956031567,15.3954963561903,0.974164323804633,86321.1343703032,1.04313648632462,"ECU",43919.659,4.31364863246172,"ECU",0.239744446344013,0.171720751312353,0.979359496823442,25.7882481789905,2.73407502224615,-1.76188566041783,665.033744141207,18.0079110576828,66181469.0286579,26921742.5956593,0,14.7689,111441438.790097,42058056.5704632,0,0,73572590.5732929,47602933.0165323,118645368.037148,73342136.7052381
"58",58,"Egypt","EGY",0.0402575204302148,250894760351.232,14,13.81095,-1.799044,87.3339,18,NA,13.1374,4.46973870362156,1,-3.06681187345038,6635000,15.7078692257484,0.568009830077225,1.04025752043021,402885800902.007,"EGY",3.75083632480913,4.06037453048265,1.00568009830077,327359.487106277,1.0306681187345,"EGY",201894.019,3.06681187345038,"EGY",0.210611913762391,0.123141365859414,0.96701356100904,26.7219189862839,1.40127521824633,-2.09442226763746,714.060954309522,17.3487800086706,34235716.8244994,29910976.433662,11.5887,11.5509,95577750.2219113,46608312.5304227,0,0,34030476.2587492,20076006.7036989,89351488.6500816,31588250.7015052
"59",59,"El Salvador","SLV",0.0208326585184361,2.6057e+10,7,9.938855,-0.6659815,301.301,6,64.868,8.77752,5.70810976508196,1,0.0589293795071323,NA,NA,0.731361803981212,1.02083265851844,33371757552.8385,"SLV",76.4478764478765,84.6586424896326,1.00731361803981,6226.23757185054,0.999410706204929,"SLV",6285.238,-0.0589293795071323,"SLV",0.137978544828835,0.0698774634817449,0.958369200605331,24.2309757969724,4.43862720011461,-2.66101209257564,587.140188073462,16.4708680713453,14230072.5913889,16419613.9296641,0.322613,2.15186,14024784.79414,25961923.9974965,0,0,12500797.5803164,11206396.4666746,11468408.3818281,17884578.7354547
"60",60,"Equatorial Guinea","GNQ",0,13432377049.5402,6,10.24174,-2.694451,36.9771,23,80.5011,19.2678,3.61029880211593,1,-0.87657313751912,NA,NA,-0.984808616415513,1,13432377049.5402,"GNQ",10.1247771836007,8.81477257639473,0.990151913835845,6147.71267009992,1.00876573137519,"GNQ",5346.486,0.87657313751912,"GNQ",0.142026667772105,0.0531825938132114,0.940453822673305,23.3209338273179,2.17642901590213,-2.93402412013308,543.865954578138,13.7645137166758,950281.672193322,477713.921726562,NA,1.76532,NA,823267.265102479,0,0,968845.249690611,611490.911071236,NA,1047496.56898251
"61",61,"Eritrea","ERI",0.0124186550105062,2099993318.49147,21,11.52288,-3.342376,30.4981,15,49.7533,4.87159,3.41766438659098,1,-0.374242999043192,18953000,16.7574727883084,0.026413100898045,1.01241865501051,2435227729.43155,"ERI",75.1683168316832,75.4467545193961,1.00026413100898,739.641103741787,1.00374242999043,"ERI",696.73,0.374242999043192,"ERI",NA,NA,0.94592460432706,21.6133061124884,4.32342716930388,NA,467.13500111213,NA,NA,3339436.4167888,7.58853,3.59629,NA,5488914.37156178,0,0,NA,3203956.3487757,NA,5271543.01914954
"62",62,"Estonia","EST",0.0118689441640263,30732144528.9795,9,10.66636,2.814645,30.9333,1,93.9455,20.2057,3.43183327353726,1,-1.87072179174879,199734000,19.1124970392773,0.860608803595174,1.01186894416403,35406587410.0065,"EST",23.0733839429492,26.0143804072025,1.00860608803595,26257.7499964223,1.01870721791749,"EST",19519.441,1.87072179174879,"EST",0.509643390473023,0.233947235479001,0.952501613622823,24.2901637248029,3.25864947770687,-1.45265967845697,590.012053777731,17.9859055825517,64741021.3520819,88065954.2142533,32.2056,19.501,478711626.403821,133666775.482556,0,0,61599035.69099,56135376.8458966,643287145.33028,86141672.3617919
"63",63,"Eswatini","SWZ",0.0241374635905722,4710618471.93167,13,9.752665,-0.9580909,62.8942,9,NA,4.18867,4.14145394959789,1,-1.77915349231071,1660000,14.3223281603327,-0.01633986928104,1.02413746359057,6271580037.76067,"SWZ",71.046511627907,70.8841594314371,0.99983660130719,1594.8729982744,1.01779153492311,"SWZ",1202.776,1.77915349231071,"SWZ",0.114829426469955,0.0640157719437439,0.964138913996471,22.5592941594875,4.2610469872985,-2.74862578936198,508.921752974287,15.4666536190015,5212935.1259285,7542208.85899917,0.003816,4.18719,6695463.12641665,12153402.2580587,0,0,5222685.21332108,6661248.18696277,5443062.37383136,10766342.3632412
"64",64,"Ethiopia","ETH",0.0990431433991692,84355604752.5299,35,13.81551,-1.767671,93.1819,34,37.5378,18.4733,4.53455349682253,1,-8.43680880081016,15334000,16.545583143101,0.588253578372324,1.09904314339917,261993693405.967,"ETH",36.259,39.3620377720133,1.00588253578372,42387.4951401056,1.0843680880081,"ETH",11598.721,8.43680880081016,"ETH",0.0791376898934138,0.0414575379346733,0.960398025772987,26.2915862694482,3.67280184350683,-3.18308555785085,691.247508563837,18.0999137507054,72559229.9200327,97495056.3081142,0,18.475,80727103.7117482,147612311.608231,0,0,69080937.6018506,41099921.0427692,102741172.063649,63549755.197207
"65",65,"Faroe Islands","FRO",NA,2320433828.06761,6,7.241366,NA,34.3635,4,NA,2.33273,3.53699495455938,1,1.85763626708679,NA,NA,0,NA,NA,"FRO",2.1489970407132,2.1489970407132,1,442.795024840302,0.981423637329132,"FRO",597.721,-1.85763626708679,"FRO",NA,NA,NA,NA,0.76500124060647,NA,NA,NA,NA,NA,0,0.023412,NA,NA,0,0,NA,NA,NA,NA
"66",66,"Fiji","FJI",0.0301646943117318,5536759658.87012,14,9.813016,0.0867584,47.0945,7,74.9579,5.40746,3.85215622138012,1,-0.389223140597336,NA,NA,-0.0700955660699885,1.03016469431173,7909255632.28822,"FJI",23.2621784345922,23.0349350394769,0.9992990443393,1244.78712732706,1.00389223140597,"FJI",1169.773,0.389223140597336,"FJI",0.151994133324482,0.0859350768659069,0.964987033486599,22.7912995096567,3.13701197830476,-2.45416318798822,519.443333338876,15.4598145122546,5177404.94198661,5254592.80175675,0,0.990178,5269113.77838305,8542000.62248272,0,0,5191313.56891517,5234216.06774179,4967179.40957939,8509680.58844576
"67",67,"Finland","FIN",0.00335440331886098,276743120515.764,11,12.62456,4.225566,17.7861,2,162.6,14.9955,2.87841725336128,1,2.73035430382498,3e+09,21.8218781256145,-0.105307770312079,1.00335440331886,288090651123.473,"FIN",7.48576881313547,7.37615773067465,0.998946922296879,30374.1613867168,0.97269645696175,"FIN",47300.633,-2.73035430382498,"FIN",0.207405652396748,0.0774061650240481,0.940258320425399,26.3865410284009,1.99825287033621,-2.55868885008498,696.249547443487,20.2819544873752,643192417.711219,520087623.37047,0.669681,14.1772,573470968.533736,755988587.43687,0,0,643185785.679341,658452507.572291,517675300.036862,951632045.404177
"68",68,"France","FRA",0.00869352266455036,2777535239277.98,16,13.21322,2.578672,119.744,9,151.407,25.8713,4.78535613065162,1,2.27627238010292,2.5e+09,21.6395565688206,-0.204678756761115,1.00869352266455,3081558109971.65,"FRA",52.4475441661716,50.9644902173423,0.997953212432389,209815.620439167,0.977237276198971,"FRA",303275.568,-2.27627238010292,"FRA",0.113926282208483,0.0429580405855322,0.940862769707647,28.7564564648609,3.93112911996743,-3.14753144002812,826.933788415439,21.1115679533182,1474475180.09582,2888305986.25039,0,30.8319,1245064492.30755,4026755644.44007,0,0,1507718824.60092,3746344326.26995,1611439505.38391,5190027039.44783
"69",69,"French Polynesia","PYF",NA,NA,35,8.205218,NA,73.5542,0,NA,1.95546,4.29802254942795,1,-0.559700661565801,NA,NA,0.113607990012464,NA,NA,"PYF",12.431693989071,12.6308883354778,1.00113607990012,878.089078027809,1.00559700661566,"PYF",803.073,0.559700661565801,"PYF",NA,NA,NA,NA,2.53614526923956,NA,NA,NA,NA,NA,0.705474,0.005852,NA,NA,0,0,NA,NA,NA,NA
"70",70,"Gabon","GAB",0.0304492639396219,16853589311.4139,7,12.45943,-1.370828,6.83318,18,86.9461,21.6752,1.9217901582001,1,-1.2529061272166,NA,NA,0,1.03044926393962,24155262815.7359,"GAB",20.0256141576435,20.0256141576435,1,6337.15188236043,1.01252906127217,"GAB",5192.472,1.2529061272166,"GAB",0.157074263086428,0.0840161872426354,0.961647974336748,23.9077681152801,2.99701216202937,-2.47674579343463,571.581376254003,16.1804629425232,10643532.0089728,5958354.13828029,0,20.7781,14097514.1691624,9656459.1030308,0,0,10633201.6608426,5427959.29620518,15990786.3192631,8816859.23683953
"71",71,"Gambia","GMB",0.0316159529480398,1632823198.95828,14,9.222269,-1.201458,189.449,10,43.5016,4.10824,5.2441198590131,1,-5.97484523038799,NA,NA,2.11183154410153,1.03161595294804,2372224329.57688,"GMB",59.7826086956522,80.1013410093055,1.02111831544102,1299.22270413649,1.05974845230388,"GMB",513.38,5.97484523038799,"GMB",0.108921858722352,0.155845043933215,1.02264199228019,21.5870938876307,4.38329259562338,-1.85889307351046,466.002622513381,15.0299147330032,3368286.55711261,14622989.3682252,0.022731,1.36644,7182896.95558013,23186506.2425045,0,0,2451353.31468268,3302651.20005305,2617485.88280767,5429915.83776461
"72",72,"Georgia","GEO",0.0384704963670356,17599660629.0202,14,11.14894,1.073271,65.9767,9,65.6842,8.3324,4.18930164939353,1,-8.501643096101,10765000,16.1918106887806,-0.496590078148959,1.03847049636704,27684344373.3533,"GEO",34.4510001439056,32.1316724072068,0.99503409921851,33161.5835371727,1.08501643096101,"GEO",8987.817,8.501643096101,"GEO",0.249132317806274,0.273840811712352,1.00592767493638,24.0441329052849,3.46984222304009,-1.29520832057985,578.120327167005,17.3070254749042,32835653.3342474,44483211.5506411,NA,6.44232,NA,68648751.7748984,0,0,34062136.5711037,28654223.8007341,NA,44696681.44656
"73",73,"Germany","DEU",0.0130944786155664,3947620162502.96,11,12.76239,3.61323,234.261,5,139.57,37.7279,5.45643587839382,1,1.18345386307683,1.7e+09,21.2538940880086,-0.189466157519101,1.01309447861557,4614607205265.44,"DEU",47.6786123196703,46.4293822173536,0.998105338424809,595027.319421563,0.988165461369232,"DEU",719883.438,-1.18345386307683,"DEU",0.189089068283582,0.083939278201546,0.950508873370912,29.1602478676425,3.83793249626495,-2.47766162009453,850.320055702351,21.5595912283883,2307870854.3866,5604225860.03678,0,38.7672,1293665401.17279,7688106414.82194,0,0,2350205590.73384,6638788742.97561,2683058786.37956,9069878063.74637
"74",74,"Ghana","GHA",0.0686152743260707,65556464048.1539,23,12.33508,-0.1483664,114.365,21,59.6543,15.0583,4.73939508807932,1,-8.2096760605313,NA,NA,0.259347960060093,1.06861527432607,145369083000.534,"GHA",68.9988573437637,71.5467911205334,1.0025934796006,51122.8984264617,1.08209676060531,"GHA",14466.315,8.2096760605313,"GHA",0.132637794364325,0.111742610345229,0.98934319307466,25.7025417453269,4.27035165692594,-2.19155717433954,660.620652170271,18.4448854653812,102450003.3534,179175948.627201,27.5316,7.79456,955264079.665734,267291609.492908,0,0,98412903.3560974,85475151.9746075,717398492.602529,129828793.389088
"75",75,"Gibraltar","GIB",NA,NA,6,2.302585,NA,3363.36,3,NA,30.5056,8.12069575329033,1,-3.26900055032326,NA,NA,NA,NA,NA,"GIB",NA,NA,NA,883.472395362648,1.03269000550323,"GIB",528.048,3.26900055032326,"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.1488,NA,NA,0,0,NA,NA,NA,NA
"76",76,"Greece","GRC",0,218031844583.994,17,11.76679,0.3230239,85.0163,10,124.26,35.1309,4.4428430028117,1,3.50019870330623,106970000,18.4880589792823,-2.37554554603809,1,218031844583.994,"GRC",47.6027928626843,33.9979799213424,0.976244544539619,38067.9053526296,0.964998012966938,"GRC",67318.786,-3.50019870330623,"GRC",0.230279172746925,0.122323395720748,0.961232462476414,26.1079069651408,3.52630110877291,-2.10108695678567,681.622806100447,17.8290897685246,55344606.4831026,16715998.2455526,0.010034,10.2067,53537577.2732166,26419044.2596269,0,0,68396872.6924175,57557473.4241596,64970819.1901703,88270150.1399106
"77",77,"Greenland","GRL",0.0172260446282455,2502159510.1086,6,12.92501,3.24136,0.137534,9,NA,41.1424,-1.9838841197151,1,0.912312943224329,NA,NA,0.0623604516180124,1.01722604462825,3071317015.04259,"GRL",0.592301134389943,0.597493210576552,1.00062360451618,437.023764106225,0.990876870567757,"GRL",506.046,-0.912312943224329,"GRL",NA,NA,NA,21.8453723016813,-0.515012358292827,NA,477.220290999064,NA,NA,61964679.2102371,0,22.3722,NA,94858503.2648228,0,0,NA,65127593.1708211,NA,99579680.1799929
"78",78,"Grenada","GRD",0.0199484983661163,1185925925.92593,2,5.828946,0.6597518,316.992,3,85.1621,9.64167,5.75887653696577,1,-2.04735137816413,NA,NA,1.42857142857146,1.01994849836612,1503129776.84003,"GRD",23.5294117647059,28.6982484974294,1.01428571428571,334.720753135706,1.02047351378164,"GRD",242.022,2.04735137816413,"GRD",0.178877279499289,0.142335416156132,0.985819403933592,21.1308152891927,3.35683609293916,-1.94956892111324,446.511354785978,13.2486844956599,567323.232741158,2055841.37305164,0,0.205571,943487.783950881,3419259.15291372,0,0,522931.047012086,1046835.4613602,571893.451294182,1769932.48472196
"79",79,"Guam","GUM",0.0096159847248407,5.92e+09,14,6.291569,1.605486,297.887,3,NA,22.2861,5.69671421996207,1,NA,NA,NA,-1.02631578947368,1.00961598472484,6640431815.4236,"GUM",33.3333333333333,28.850614019581,0.989736842105263,NA,NA,"GUM",NA,NA,"GUM",NA,NA,NA,22.6164428307635,3.36213127590201,NA,511.503486317196,NA,NA,NA,0.457299,0.070564,NA,NA,0,0,NA,3305593.18135439,NA,5434634.96582581
"80",80,"Guatemala","GTM",0.0316528879518852,78460447919.9915,17,11.58208,-1.454768,142.696,15,60.0598,23.9486,4.960716493256,1,-5.2179832182203,NA,NA,-1.05144331411654,1.03165288795189,114039147529.961,"GTM",35.9835759611795,31.0339326124778,0.989485566858835,41356.7813588447,1.0521798321822,"GTM",18327.666,5.2179832182203,"GTM",0.152395579746349,0.140680281606391,0.995013111698208,25.4598076257785,3.43508120624944,-1.96126546962693,648.201804341647,16.4340594434813,13715805.9325422,9288363.09151045,0,11.983,13068946.4515485,14891440.285059,0,0,14819626.1826071,9483548.18205671,17637152.7407862,15196672.2545019
"81",81,"Guinea","GIN",0.0528215911983951,10907214993.5687,20,12.41195,-2.198645,43.6675,30,49.0499,33.9908,3.77660411832041,1,-2.64808188695172,43000,10.6689553946757,0.259183526824677,1.0528215911984,20228853435.0082,"GIN",59.0102555754517,61.1879334171149,1.00259183526825,3721.3523055958,1.02648081886952,"GIN",2449.556,2.64808188695172,"GIN",0.113195876188607,0.0693200310166036,0.969815808207428,23.7303758100497,4.11395000369142,-2.66902136669393,563.130736086193,16.4448246895784,13864257.5844334,9780787.33689762,0.136182,23.6553,18069460.6122201,15661204.4889053,0,0,13391330.0939989,7114117.60115721,24371561.3741217,11479901.9641903
"82",82,"Guinea-Bissau","GNB",0.0399019455453951,1458156026.16376,12,10.24424,-2.86374,57.3732,14,60.1451,16.6618,4.04957729533956,1,-3.03849080472337,NA,NA,0.12422360248447,1.0399019455454,2331914837.26354,"GNB",57.9658605974395,58.9821430597826,1.00124223602484,438.06086213608,1.03038490804723,"GNB",271.358,3.03849080472337,"GNB",0.106422796009998,0.0763321863856653,0.97944389784519,21.5699555855841,4.07723473809125,-2.57266058972419,465.26298396407,14.1290023286457,1368194.20340957,1906288.12653739,2.12114,11.62,2122024.46558286,3176358.46467819,0,0,1346040.10136095,1435497.78564989,2250139.60780229,2408476.89241097
"83",83,"Guyana","GUY",0.0378853684816639,3878662620.77146,16,12.1902,-0.7791331,3.85295,11,72.3338,8.73832,1.3488390886587,1,-2.55844381247607,NA,NA,0.130614358289238,1.03788536848166,6060028679.90638,"GUY",8.63601727203454,8.79528331734108,1.00130614358289,3010.46946547938,1.02558443812476,"GUY",2009.516,2.55844381247607,"GUY",0.360482890933349,0.209151901214368,0.966548324821935,22.5249803696743,2.17421559112617,-1.56469449093985,507.37474065421,15.9994813618613,8881503.03959828,7064988.44150236,0,5.30608,13169772.7068341,11402546.8126577,0,0,8841563.73054238,5605153.78402283,9216929.93708476,9097566.07257744
"84",84,"Haiti","HTI",0.0196171982553576,9658721168.86849,17,10.22412,-2.846554,371.709,4,60.8065,1.38992,5.91811129008514,1,-3.95161246814299,NA,NA,1.0360569714069,1.01961719825536,12194540939.351,"HTI",66.7634252539913,77.1272874290479,1.01036056971407,5317.47183951522,1.03951612468143,"HTI",2860.26,3.95161246814299,"HTI",0.154919284884816,0.142707624682785,0.994881501635105,23.2242542245561,4.34545714050921,-1.94695732437256,539.365984286813,15.0955875435685,3596916.62571035,4817555.21366137,0,0.325451,4182657.8141402,7848114.8344424,0,0,3057252.04892777,2133890.4263609,2914583.42951311,3545851.67074404
"85",85,"Honduras","HND",0.0323743592405863,23969890430.7882,14,11.62527,-1.493024,77.114,8,67.6639,25.4037,4.34528484644577,1,-2.94470294107064,4627000,15.3474192678891,0.235461631582745,1.03237435924059,35132783841.6568,"HND",28.9123246045223,29.8801338794334,1.00235461631583,15069.5190549177,1.02944702941071,"HND",9471.861,2.94470294107064,"HND",0.240478577638281,0.151210696411669,0.971419086893724,24.2824005440827,3.39719384082464,-1.88908107427549,589.634976183268,16.0194763772513,9060876.13740315,6758160.95527322,0,11.3854,9089055.00207978,10919138.7922761,0,0,8913919.82280303,4968035.01744481,10064341.626925,8087198.33922729
"86",86,"Hong Kong","HKG",0.027483179801304,362682018243.286,21,6.956545,3.889044,6800.65,4,90.4786,41.8891,8.82477347483123,1,-1.11074363296775,NA,NA,-1.75668448204554,1.0274831798013,502137523988.117,"HKG",4.76190476190476,3.71554781037564,0.982433155179545,55158.2693984837,1.01110743632968,"HKG",46222.535,1.11074363296775,"HKG",0.114618093054553,0.0536356967566178,0.953646780086797,26.9421398712877,1.31252612635002,-2.92554044830923,725.878900844028,21.86574887465,3134541895.91834,2751251.80328321,0,46.5853,2046577189.85027,4543516.33274008,0,0,3183778028.45216,4299889.22484498,4065840729.15796,7024215.47654481
"87",87,"Hungary","HUN",0.0154461403307143,157882912778.254,13,11.41109,1.160795,109.919,3,79.3416,22.5984,4.69974373090718,1,2.97732141415499,20912000,16.8558337148461,-1.01884779156969,1.01544614033071,189765757533.538,"HUN",58.3563459626643,50.5618737821691,0.989811522084303,25948.4522027438,0.97022678585845,"HUN",42086.159,-2.97732141415499,"HUN",0.166591561806448,0.0512330035138266,0.928952592477217,25.9690562934292,3.92319780971693,-2.97137135472252,674.391884771296,18.3300579062659,91336213.1718629,53943513.3534817,0,22.599,156351001.388525,82858486.2099201,0,0,103043454.609936,106688830.023237,110080259.42352,161178146.03489
