"","countries","type","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","dom_exp","gaps","needs","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","newneeds","domexp_thousand","ln_newneeds","lndomexp_thousand","birdspeciesthreatened","mammalspeciesthreatened","landareasqkm","ln_landarea","politicalstabilityandabsenceofvi","governmenteffectivenessestimate","Price_Index_yr2011","terrestrialprotectedareasoftotal","terrestrialandmarineprotectedare","gdpconstant2010us","lnGDP","GDP_sq","CO2_Ems","GDP_CO2","Threatened_Species","yhat_exp","exp_domexp3","yhat_9","N9","manual_exp7","lnmanual_exp7","error","controlofcorruptionestimate","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","average_co2emmkt","average_population_density","Gov","agriculturallandoflandarea","ln_average_co2emmkt","ln_manual_E12","manual_E12","oilrentsofgdp","yhat_N12","N_12","OR_Table9","countrycode","pc1","pc2","pc3","pc4","pc5","pc6","yhat_exp_pca","Exp_pca","manual_exp_pca","lnmanual_exp_pca","yhat","N_pca","biofin","dev","broad_region","new_domexp","ln_newdomexp","new_needs","constant","ln_agland","ln_CO2ems","ln_popdnsty","ln_GDP2010","AvgCO2ReductionPercent","ln_CO2reduct","EmAbsDiff","EmExtrapExp","ln_emexp2","ln_Emily_Manual_Exp","Emily_Manual_Exp","ln_rishman2","ExtrapExpRishman","ln_anthony","anthonyMan","EmilyNeeds"
"26","Norway","Developed_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,365188,12.80817,1.16116,1.88653,206.383,17.061,5.028,4.5e+11,26.83251,719.9838,0.173861,4.665128,19,20.73933,1.02e+09,20.6947,9.72e+08,1.02e+09,20.73933,NA,2.19853,1.70463,2.01249,1.69221,0.903421,51262.6,13.7041,4.166376,2.75001,10.84472,20.36123,6.96e+08,6.1919,20.36978,7.02e+08,1,"NOR",1.633424,3.614205,-0.7185447,-0.9712773,-1.676043,0.0594537,20.10205,5.37e+08,5.37e+08,20.10205,20.21624,6.02e+08,0,3,"Europe",NA,NA,NA,1,1.0116045480355,-1.74949914959348,2.61769505813472,26.8325134197108,-2.17765650528099,NA,NA,807053360.685782,20.5089003463355,20.5089003463355,807053360.685782,20.3800110662534,709457439.569909,21.2692923051753,1726379546.95472,1160633963.3349
"27","Poland","Developed_Countries",NA,NA,NA,387467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87e+08,NA,19.77514,11,4,306239,12.63212,0.657659,0.727685,79.3261,39.6401,38.0547,5.1e+11,26.95768,726.7163,0.400517,10.79701,15,19.73624,3.73e+08,19.7594,3.81e+08,3.87e+08,19.77514,0.0389023,0.682036,0.95413,0.635865,0.898682,-0.032438,307432,124.254,1.707697,48.6774,12.63601,19.77514,3.87e+08,0.048486,19.44454,2.78e+08,1,"POL",1.478259,1.406962,0.6822145,0.9488205,-0.4314877,0.8909595,19.51859,3e+08,3.87e+08,19.77514,19.91001,4.43e+08,0,3,"Europe",387467000,19.7751412418409,NA,1,3.88521485666831,-0.914999066433246,4.8223278576175,26.9576765626648,1.29106078096338,0.25546419128559,275682462.617092,301364811.616216,19.5238320875606,19.7751412418409,387467000,19.6219202273407,332423470.39431,19.5683420685705,315081555.166612,567264725.176361
"28","Portugal","Developed_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,91569.5,11.42485,0.991309,1.19194,112.5,22.9208,14.2895,2.3e+11,26.16134,684.416,0.183441,4.799063,28,19.1366,2.05e+08,19.2003,2.18e+08,2.05e+08,19.1366,NA,0.912326,0.870001,1.13089,1.16107,-0.338564,51335.6,114.215,2.366959,40.2203,10.84614,19.05424,1.88e+08,0,18.80812,1.47e+08,1,"PRT",0.7468326,1.90842,-0.6602416,0.4738782,-0.6684552,-0.034174,19.12196,2.02e+08,2.02e+08,19.12196,19.29815,2.4e+08,0,3,"Europe",NA,NA,NA,1,3.69437184329232,-1.6958621890736,4.73808263710783,26.1613451458696,3.4077986000345,1.22606651098681,NA,140641136.506164,18.7617220728281,18.7617220728281,140641136.506164,19.0657508583956,190612067.117628,19.2732498293505,234566533.217474,211046572.663858
"29","Romania","Developed_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,230038,12.346,0.126222,-0.135346,68.2808,24.4246,23.7333,1.8e+11,25.91622,671.6506,0.259097,6.714816,26,18.65704,1.27e+08,18.75315,1.39e+08,1.27e+08,18.65704,NA,-0.060421,0.539838,0.27938,0.485873,-0.516793,85609,87.5799,0.3802753,60.0349,11.35754,18.65528,1.26e+08,0.705474,18.49134,1.07e+08,1,"ROU",0.5350286,-0.0215203,0.024306,0.9030005,-0.5897855,-0.0931312,18.60659,1.2e+08,1.2e+08,18.60659,18.81538,1.48e+08,0,3,"Europe",NA,NA,NA,1,4.09492605978628,-1.35055277002221,4.4725515195594,25.9162226878366,4.52142637909694,1.50882751465888,NA,54613486.015825,17.8157914068433,17.8157914068433,54613486.015825,18.633968041624,123774020.004454,18.5502095552434,113829190.664971,83862375.0714373
"30","Slovak Republic","Developed_Countries",0,1254,0,52519,498655,562884,64230,498655,1,1,0,0,0,2,0,0,0,0,1,5.63e+08,52500000,20.1485841257986,17.77669,12,4,48088.2,10.78079,0.859012,0.823229,91.1474,37.5136,37.5148,9.5e+10,25.27714,638.934,0.270901,6.847603,16,17.84975,56500000,18.00043,65700000,52500000,17.77669,-0.0730629,0.231289,0.840422,0.549384,0.939996,0.123819,34992.6,112.427,1.530294,39.8784,10.46289,17.77669,52500000,0.057335,17.71195,49200000,1,"SVK",0.1536507,1.763656,-0.1445866,0.6493659,-0.3349823,0.9524075,18.08796,71700000,52500000,17.77669,18.03797,68200000,0,3,"Europe",52519000,17.776685566852,562884000,1,3.68583482392771,-1.30600183849886,4.72230412213607,25.277142728547,2.85130774596507,1.04777774727067,35285350.3545831,45016124.8454457,17.6225313134486,17.776685566852,52519000,17.9192459560175,60566104.0848484,17.849186132498,56468082.923985,80722977.6308243
"31","Slovenia","Developed_Countries",NA,333.5,0.65,13057,1213,10287.7,9075,1213,1,2,1,1,0,3,0,0,1,0,0,10300000,13100000,16.1464595648477,16.38483,10,6,20143,9.91061,0.938745,1.08027,112.116,53.6286,55.0795,4.9e+10,24.61509,605.9025,0.263774,6.49282,16,17.00864,24400000,17.21617,3e+07,13100000,16.38483,-0.6238022,0.801356,0.640244,1.02815,0.989813,0.071901,15255.1,101.692,2.087116,29.5518,9.632671,16.38483,13100000,0.000153,16.63921,16800000,1,"SVN",-0.1465788,2.579762,-0.547503,0.5474287,-0.2395018,1.979322,17.71168,49200000,13100000,16.38483,16.73416,18500000,0,3,"Europe",13057000,16.3848349463902,10287700,1,3.38614465570253,-1.33266260307101,4.62194863722691,24.615086135057,2.76595562954475,1.01738619173456,841399.262517674,30609955.3644119,17.2368358527177,16.3848349463902,13057000,17.4078850490172,36320215.6440951,17.1439151088136,27893803.0387301,20760612.5108048
"32","Spain","Developed_Countries",NA,NA,NA,2100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06e+09,NA,21.44822,19,17,499571,13.1215,0.28908,1.09711,126.458,28.0504,15.0479,1.4e+12,27.96749,782.1807,0.194427,5.437636,36,20.40538,7.28e+08,20.38331,7.12e+08,2.06e+09,21.44822,1.042839,0.566929,0.890973,0.962094,1.03414,0.04444,289227,92.5987,1.805715,54.6632,12.57497,21.44822,2.06e+09,0.003816,20.94623,1.25e+09,1,"ESP",2.100173,1.509425,-0.8217253,0.8097547,-1.253851,-0.3463831,21.08636,1.44e+09,2.06e+09,21.44822,21.47725,2.13e+09,0,3,"Europe",2.1e+09,21.4652031816758,NA,1,4.00119072251115,-1.63769850771108,4.5282751026767,27.9674933525498,4.78135266735343,1.56472349127269,1733382482.81527,708029279.83901,20.3779960065077,21.4652031816758,2.1e+09,20.4142835033432,734193740.469631,20.5631668976232,852059482.607093,2950538812.35229
"33","Sweden","Developed_Countries",NA,NA,NA,771341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71e+08,NA,20.46364,11,1,408713,12.92077,0.98567,1.8124,175.094,14.7447,14.2664,5.1e+11,26.95768,726.7163,0.120642,3.252228,12,21.09886,1.46e+09,21.02992,1.36e+09,7.71e+08,20.46364,-0.6352215,2.17297,1.81581,1.97619,1.58567,1.17869,47654.7,23.4071,4.082053,7.5184,10.77174,20.46364,7.71e+08,0,19.83357,4.11e+08,1,"SWE",1.324126,3.179834,-1.013359,-0.5082112,-1.569927,-0.2951742,20.00059,4.85e+08,7.71e+08,20.46364,20.55496,8.45e+08,0,3,"Europe",771341000,20.4636411164991,NA,1,2.01735334936641,-2.11492779661057,3.1530393951449,26.9576765626648,1.22972116378532,0.206787447575385,317819066.904079,567461610.929652,20.1566836590928,20.4636411164991,771341000,20.5135126200695,810784309.167065,21.2713501912628,1729935897.4333,1110498476.36237
"34","Switzerland","Developed_Countries",71735.8,72998.5,1.5,944710,90644.3,1300000,1200000,135967,1,1,1,1,2,4,105091,0,1,1,1,1.3e+09,9.45e+08,20.9856301014139,20.66639,9,3,39516.1,10.58446,1.32994,2.04296,209.63,9.66012,9.66029,6.1e+11,27.13672,736.4018,0.093395,2.534435,12,19.84684,4.16e+08,19.86253,4.23e+08,9.45e+08,20.66639,0.8195477,2.05502,1.82475,1.94935,1.56434,1.02925,39017.3,202.572,4.265937,38.7529,10.57176,20.66639,9.45e+08,0,19.99617,4.83e+08,1,"CHE",1.213389,3.801487,-1.040412,0.3101672,-1.785856,-1.347571,20.65471,9.34e+08,9.45e+08,20.66639,20.74488,1.02e+09,0,3,"Europe",944710000,20.6663885600544,1.3e+09,1,3.65720559170876,-2.37091746837087,5.31109537890725,27.1367247941138,1.86495320175253,0.62323595988686,792653759.994301,897447370.146553,20.6150650361021,20.6663885600544,944709999.999999,19.968943591457,470329274.519045,20.1535675987609,565696118.433063,1353400755.97949
"35","United Kingdom","Developed_Countries",NA,294417,2.2,1e+06,0,1300000,1300000,NA,1,2,1,1,0,3,NA,NA,1,1,1,1.3e+09,1.01e+09,20.9856301014139,20.73446,11,5,241930,12.3964,0.334763,1.54562,144.203,28.5356,26.6375,2.6e+12,28.58653,817.1898,0.210487,6.017093,16,21.14442,1.52e+09,21.07241,1.42e+09,1.01e+09,20.73446,-0.4099598,1.83675,1.7817,1.74245,1.31691,0.723036,483330,263.265,3.408765,71.7842,13.08846,20.73446,1.01e+09,0.589603,20.25327,6.25e+08,1,"GBR",2.276542,2.176084,-0.4902566,1.23824,-1.70261,-0.9829232,21.82153,3e+09,1.01e+09,20.73446,20.80865,1.09e+09,0,3,"Europe",1e+09,20.7232658369464,1.3e+09,1,4.27366439612806,-1.5583313854865,5.57316112944776,28.586532560956,2.98479613451428,1.09353144786711,547765705.035016,3973217278.58189,22.1028420010783,20.7232658369464,999999999.999999,21.4569494685753,2082738536.0673,21.0839771574547,1434349333.86979,1430627401.10423
"36","United States","Developed_Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,40,9100000,16.02923,0.49516,1.50784,128.952,12.9859,26.3275,1.6e+13,30.39458,923.8306,0.353599,10.74749,131,24.83969,6.13e+10,24.51791,4.45e+10,6.13e+10,24.83969,NA,1.3702,1.44815,1.58452,1.07586,0.690944,5400000,34.2668,3.009977,44.6353,15.50154,24.6119,4.88e+10,0.286761,23.84558,2.27e+10,1,"USA",5.408994,0.893446,-0.5356838,0.5062895,-0.0399945,-0.4144097,23.96632,2.56e+10,2.56e+10,23.96632,23.83608,2.25e+10,0,3,"America",NA,NA,NA,1,3.79852502579167,-1.03959177627695,3.53417695539597,30.4036098381683,0.96357578946624,-0.0371041336439852,NA,108964807776.423,25.4142908026071,25.4142908026071,108964807776.423,24.2108076350035,32705452203.5155,24.2423122335126,33752226873.0701,139063962521.211
"37","Algeria","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,2400000,14.68334,-1.01753,-0.508536,53.9264,7.49671,7.1055,1.7e+11,25.85906,668.6912,0.262409,6.785651,29,18.8423,1.52e+08,18.92589,1.66e+08,1.52e+08,18.8423,NA,-0.632826,-1.2177,-0.826752,-0.882659,2.03653,121367,15.7886,-1.858835,17.3655,11.70657,17.64675,46100000,22.2404,19.41488,2.7e+08,1,"DZA",0.8165026,-1.451832,0.6322994,-2.160594,-1.131322,-0.1865116,17.28827,32200000,32200000,17.28827,17.58044,43200000,0,1,"Africa",NA,NA,NA,1,2.85448547933176,-1.3378509237199,2.75928816062548,25.8590642739967,-4.72880986987076,NA,NA,25152314.6743108,17.0404604850389,17.0404604850389,25152314.6743108,17.7994645409884,53729058.5664161,18.7851622764803,143976734.207075,39358885.1951979
"38","Antigua and Barbuda","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,440,6.086775,0.86838,0.085511,82.6945,18.8231,0.26279,1.3e+09,20.98563,440.3967,0.261143,5.48025,5,13.55065,767311.9,13.99191,1192911,767311.9,13.55065,NA,0.5084,0.382261,0.351626,0.602726,1.01618,502.379,204.623,1.012466,20.4545,6.219355,13.26115,574437.5,0,13.67583,869639.2,1,"ATG",-2.913892,1.413288,0.4007313,-0.0504586,0.7635199,0.7110408,13.68451,877219.2,877219.2,13.68451,14.20465,1475707,0,1,"America",NA,NA,NA,1,3.01820290718136,-1.34268712897755,5.32116926166675,20.9856301014139,-2.31962481015411,NA,NA,3640247.83933306,15.1075623250239,15.1075623250239,3640247.83933306,13.639639093425,838725.782413796,14.0780539812464,1300232.92732384,5970797.07830549
"39","Argentina","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,38,2700000,14.82226,0.080731,0.020703,83.2112,8.8355,7.44628,4.3e+11,26.78705,717.5461,0.250747,6.716773,90,20.1551,5.67e+08,20.14995,5.64e+08,5.67e+08,20.1551,NA,-0.342427,-0.597913,-0.507214,0.468417,1.05752,187274,15.2755,-0.5935276,53.5984,12.14033,20.08572,5.29e+08,2.40926,20.08439,5.28e+08,1,"ARG",2.179143,-0.7745543,-0.5029278,0.4750156,-0.1747865,-0.494229,20.13403,5.55e+08,5.55e+08,20.13403,20.2462,6.21e+08,0,1,"America",NA,NA,NA,1,3.98151921688495,-1.38331081631934,2.72625023774616,26.787051045634,-1.98832903350026,NA,NA,298157236.231888,19.5131315436795,19.5131315436795,298157236.231888,19.967338955556,469575172.471291,20.1104690482965,541833354.603724,439305499.443422
"40","Bahamas","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10010,9.21134,0.94017,0.65549,122.408,34.8224,6.11682,1e+10,23.02585,530.1898,0.178399,4.107789,15,15.87926,7875466,16.16313,10500000,7875466,15.87926,NA,1.17239,0.17363,0.36184,0.899039,0.981696,1911.32,36.0958,1.528742,1.38952,7.555551,15.51478,5469950,0,15.75431,6950419,1,"BHS",-1.303792,2.360615,-0.754943,-0.4471572,-0.0707761,1.607738,15.9281,8269617,8269617,15.9281,16.30632,12100000,0,1,"America",NA,NA,NA,1,0.32895836376362,-1.7237326642331,3.5861765150801,23.0258509299405,-5.92604831295898,NA,NA,19444710.8474373,16.7830856551831,16.7830856551831,19444710.8474373,15.8089135296573,7340470.72244193,16.6187643348403,16498241.1272494,30618756.1488466
"41","Bahrain","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,766.308,6.641584,-0.915262,0.365296,71.9713,6.64783,1.68916,2.8e+10,24.05547,578.6656,0.565993,13.61523,10,14.92505,3032972,15.27341,4296944,3032972,14.92505,NA,0.022714,0.599392,0.430912,-1.3578,3.53719,27878.2,1666.14,0.3325953,11.1493,10.2356,14.82353,2740164,3.56898,15.25615,4223385,1,"BHR",-0.7762007,0.9341735,2.428105,-1.247457,2.010285,-1.095039,14.69219,2402903,2402903,14.69219,15.14858,3792680,0,1,"Asia",NA,NA,NA,1,2.41137671566631,-0.569173568346598,7.41826485280961,24.0554703471216,-7.55400832561989,NA,NA,673167.913201457,13.4197500770634,13.4197500770634,673167.913201457,15.2533274789078,4211491.75460798,14.9942027922582,3250121.02559822,1150455.96644911
"42","Barbados","Developing",0,NA,NA,44,90.5,159.5,69,90.5,0,1,1,1,0,1,0,0,1,1,0,159500,44000,11.979799201207,10.69195,4,3,430,6.063785,1.05559,0.916286,130.035,1.29674,0.008971,4.6e+09,22.24932,495.0324,0.319229,7.102629,7,14.64259,2286621,15.01004,3302002,44000,10.69195,-3.950641,1.34368,0.483686,0.805052,1.11288,0.164292,1463.54,658.168,2.132025,32.0296,7.288614,10.69195,44000,0.321459,11.38746,88209.02,0,"BRB",-1.896951,2.304451,0.9562316,0.0632492,0.661238,-0.8882841,15.19943,3990521,44000,10.69195,11.40138,89444.87,0,1,"America",44000,10.6919449129004,159500,1,3.46666047525086,-1.14184656540296,6.48946021788587,22.2493221404415,0.571465322307594,-0.559551475965192,34678.8286101677,3285622.48391856,15.0050666847708,10.6919449129004,44000,15.1350130889314,3741559.60417425,15.0122517040931,3309314.75774877,80360.077664282
"43","Belize","Developing",NA,2.3e+07,1.8,8511.5,4900,35150,30250,4900,1,2,1,1,0,2,10105,0,1,1,1,35200000,8511500,17.3751351762209,15.95693,6,10,22810,10.03495,0.040732,-0.649563,74.1348,37.6796,20.5909,1.5e+09,21.12873,446.4233,0.203864,4.307387,16,14.2813,1593272,14.67317,2357645,8511500,15.95693,1.675629,-0.214745,-0.533834,-0.822429,0.537918,2.05211,507.676,14.8039,-0.9867359,6.87498,6.229843,15.95693,8511500,3.20113,16.48374,14400000,1,"BLZ",-2.348779,0.3131012,-0.4458409,-0.5906624,0.224174,2.031549,14.093,1319810,8511500,15.95693,16.33332,12400000,1,1,"America",8511500,15.9569287482368,35150000,1,1.92788873445749,-1.59030217412562,2.69489065957,21.1287309450546,-2.53238215426729,NA,7133199.69530836,1492021.25741418,14.215642307241,15.9569287482368,8511500.00000001,14.3612202559687,1725832.76792438,14.8891687639395,2926064.08998387,13674993.0147101
"44","Bolivia","Developing",NA,NA,NA,384942,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3.85e+08,NA,19.7686,55,21,1100000,13.89552,-0.274264,-0.502406,54.7661,30.867,30.8655,2.2e+10,23.81431,567.1213,0.296056,7.050369,76,17.80067,53800000,17.95466,62700000,3.85e+08,19.7686,1.967936,-0.666822,-0.894671,-1.15094,-0.027231,1.48183,16009.7,9.57869,-1.578444,34.6727,9.680951,19.7686,3.85e+08,3.83692,19.89335,4.36e+08,1,"BOL",0.3857037,-1.040413,-0.356657,0.0963827,0.424115,1.403514,17.28291,32100000,3.85e+08,19.7686,19.90389,4.41e+08,0,1,"America",384942000,19.7686032315527,NA,1,3.54595263379187,-1.21720665336291,2.25954083941753,23.8143082903047,-4.34416345794569,NA,360999159.896133,17946327.0202715,16.7028960291344,19.7686032315527,384942000,17.8577806615205,56955491.0228086,17.8233558714618,55028174.2683801,563657750.111186
"45","Botswana","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+06,NA,NA,NA,16,11,566730,13.24764,1.00999,0.430918,70.9802,29.1422,29.1433,1.5e+10,23.43132,549.0266,0.171697,4.023087,27,18.66157,1.27e+08,18.75737,1.4e+08,1.27e+08,18.66157,NA,0.836399,0.494374,0.549868,0.426476,1.77652,4666.05,3.59873,1.531405,45.6628,8.448069,19.00698,1.8e+08,0,18.78686,1.44e+08,1,"BWA",-0.5713174,0.6129643,-0.7100866,0.8115156,-0.4050087,0.8815079,17.35323,34400000,34400000,17.35323,17.6413,45900000,1,1,"Africa",NA,NA,NA,1,3.82128396204233,-1.76202398356682,1.28058100544357,23.4313160380486,-8.17010967356106,NA,NA,108974256.008505,18.5066222288895,18.5066222288895,108974256.008505,18.9741646592045,173930205.554108,18.7289225191171,136103001.24161,164545882.49378
"46","Brazil","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,80,8400000,15.93875,-0.311162,-0.247133,113.4,29.2598,25.9646,2.2e+12,28.41948,807.6668,0.152131,4.323484,255,22.25286,4.62e+09,22.10592,3.99e+09,4.62e+09,22.25286,NA,-0.41363,-0.181173,-0.183233,0.444517,0.821877,425371,23.8226,-0.5654845,33.1378,12.96072,22.68339,7.1e+09,1.72064,22.85977,8.47e+09,1,"BRA",5.117311,-1.499157,-3.443633,-0.0955884,1.56424,1.308168,22.68159,7.09e+09,7.09e+09,22.68159,22.63262,6.75e+09,1,1,"America",NA,NA,NA,1,3.50067462476164,-1.88301328720326,3.17063470994364,28.4194784762928,-5.52947699978372,NA,NA,9620821741.45998,22.9871955180861,22.9871955180861,9620821741.45998,22.3679525912219,5179387231.9076,22.0750549973794,3864333261.50617,13025733356.4458
"47","Brunei Darussalam","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,33,5270,8.569786,1.20391,1.1255,73.5477,46.8714,8.98941,1.4e+10,23.36232,545.7982,0.265115,6.193702,64,16.09396,9761512,16.36331,12800000,9761512,16.09396,NA,0.636014,0.766311,0.543661,-0.814401,1.17824,8304.13,75.7876,1.964203,2.48922,9.024508,15.86698,7779343,18.8809,18.06768,70300000,1,"BRN",-0.428941,1.787995,-0.5305754,-1.627268,0.7363951,2.752546,15.64085,6204907,6204907,15.64085,16.03724,9223260,0,1,"Asia",NA,NA,NA,1,0.911969408390595,-1.32759158486615,4.32793469087578,23.3623231665617,-10.9172554247225,NA,NA,79236501.6120817,18.187947629553,18.187947629553,79236501.6120817,16.1073041640666,9892665.32310931,16.7144388252222,18154677.9765751,120575131.708324
"48","Cameroon","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46,472710,13.06624,-1.11653,-0.789762,62.0928,10.6004,10.3821,2.9e+10,24.09056,580.3551,0.102567,2.470897,75,16.83867,20600000,17.05769,25600000,20600000,16.83867,NA,-1.1484,-0.842752,-1.00394,-1.0175,2.65877,6046.48,45.6445,-2.185033,20.2319,8.707231,16.31374,12200000,5.03778,17.16527,28500000,1,"CMR",-0.137114,-1.744945,-1.246166,-0.9353053,0.0629881,0.0107164,16.67987,17500000,17500000,16.67987,17.01054,24400000,0,1,"Africa",NA,NA,NA,1,3.00726056669036,-2.27723903540878,3.82088311785474,24.0905616669329,-9.18594571380686,NA,NA,14054479.2132293,16.4584517081485,16.4584517081485,14054479.2132293,16.5364579708378,15194711.0926865,17.0374690524388,25077185.6479612,22306589.0348593
"49","Chile","Developing",NA,NA,NA,58599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58600000,NA,17.88623,35,19,743532,13.51917,0.427267,1.03715,92.786,18.463,22.5575,2.4e+11,26.20391,686.6447,0.233717,6.124298,54,20.74135,1.02e+09,20.69658,9.74e+08,58600000,17.88623,-2.855118,1.19199,1.37827,1.20674,1.02185,1.27606,74818.6,23.4726,2.465261,21.2076,11.22282,17.88623,58600000,0.022342,17.84177,56100000,1,"CHL",1.392743,0.967284,-0.5642701,-0.1102623,-0.2015919,0.3177867,19.12598,2.02e+08,58600000,17.88623,18.14058,75600000,1,1,"America",58599000,17.8862281895552,NA,1,3.05435960800161,-1.45364429725026,3.1558337834461,26.2039047602884,-3.22506944847012,NA,371898273.562446,439544809.167798,19.901250224768,17.8862281895552,58599000,20.2108288968748,599033988.700522,20.5658931476664,854385579.12807,89828208.0198154
"50","China","Developing",NA,NA,NA,1.7e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67e+10,NA,23.54109,96,73,9400000,16.05497,-0.41287,0.396645,69.9605,15.9927,15.0382,7.3e+12,29.61889,877.2789,0.703163,20.82691,169,22.59255,6.48e+09,22.42266,5.47e+09,1.67e+10,23.54109,0.948534,-0.283483,-0.223909,-0.324644,-1.55858,0.51419,8700000,143.945,-0.3306336,55.0606,15.97758,23.54109,1.67e+10,1.1808,23.38553,1.43e+10,1,"CHN",5.916431,-1.288347,1.635343,0.8673037,1.864573,0.4014159,22.89168,8.74e+09,1.67e+10,23.54109,23.43774,1.51e+10,0,1,"Asia",1.7e+10,23.5564791810026,NA,1,4.00843439685814,-0.352166550605256,4.9694312821722,29.6188954640829,-5.91079898491503,NA,5404186976.45639,18502048758.4969,23.6411473066016,23.5564791810026,1.7e+10,22.257391308593,4637268333.50577,22.218884777271,4462097470.39497,22699688748.5475
"51","Colombia","Developing",NA,NA,NA,226222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26e+08,NA,19.23703,126,58,1100000,13.91942,-0.930438,-0.056069,81.0713,14.5913,13.6078,3.2e+11,26.49159,701.8041,0.148861,3.943564,184,20.29444,6.51e+08,20.27988,6.42e+08,2.26e+08,19.23703,-1.057413,-0.332513,0.406479,-0.321388,0.076742,1.31157,74721.6,41.6414,-0.4858393,38.9807,11.22153,19.23703,2.26e+08,4.50242,19.79317,3.95e+08,1,"COL",2.880779,-1.828332,-2.210129,-0.2869266,1.048712,0.2074072,20.14119,5.59e+08,2.26e+08,19.23703,19.40594,2.68e+08,1,1,"America",226222000,19.2370273759797,NA,1,3.66306665184532,-1.90474229435159,3.72909486469935,26.4915868327402,-3.83332113273055,NA,712392479.479196,632551806.797656,20.2652726831922,19.2370273759797,226222000,20.2266747608437,608601804.755207,20.116131110888,544909950.692132,335564007.43013
"52","Costa Rica","Developing",NA,NA,NA,194300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500000,1.94e+08,NA,19.08491,27,11,51060,10.84076,0.603197,0.350892,88.4237,27.6018,3.03541,4.1e+10,24.43684,597.1591,0.133226,3.255622,38,17.63309,45500000,17.79841,53700000,1.94e+08,19.08491,1.451824,0.653301,0.47508,0.492963,1.13444,1.05689,7743.07,91.6967,1.207609,35.235,8.954554,19.08491,1.94e+08,0,18.84363,1.53e+08,1,"CRI",-0.378645,0.9410536,-1.054157,0.2965561,-0.2294513,0.55993,17.42651,3.7e+07,1.94e+08,19.08491,19.26344,2.32e+08,1,1,"America",194300000,19.0849139143477,NA,1,3.56203990677899,-2.01570834472876,4.51848639170103,24.4368379036507,-1.25532009702721,NA,171387994.668287,44951421.9070699,17.6210929514643,19.0849139143477,194300000,17.6797986670759,47669324.9925664,18.0256231172332,67364121.8397041,289282145.973489
